id_1;is_deleted;account_id;balance_date;closing_available_balance;closing_balance;closing_balance_national;credit_turn_over;credit_turn_over_national;currency;debet_turn_over;debet_turn_over_national;opening_balance;opening_balance_national;rate
4895;0;KZ75125KZT2069100106;2016-03-16;1811;1811;1811;null;null;KZT;19;19;1830;1830;1
4896;0;KZ75125KZT2069100106;2016-03-17;1848;1848;1848;37;37;KZT;null;null;1811;1811;1
4897;0;KZ75125KZT2069100106;2016-03-18;1844;1844;1844;null;null;KZT;4;4;1848;1848;1
4898;0;KZ75125KZT2069100106;2016-03-19;1888;1888;1888;44;44;KZT;null;null;1844;1844;1
4899;0;KZ75125KZT2069100106;2016-03-20;1950;1950;1950;62;62;KZT;null;null;1888;1888;1
4900;0;KZ75125KZT2069100106;2016-03-21;1972;1972;1972;22;22;KZT;null;null;1950;1950;1
4901;0;KZ75125KZT2069100106;2016-03-22;1927;1927;1927;null;null;KZT;45;45;1972;1972;1
4902;0;KZ75125KZT2069100106;2016-03-23;1896;1896;1896;null;null;KZT;31;31;1927;1927;1
4903;0;KZ75125KZT2069100106;2016-03-24;1882;1882;1882;null;null;KZT;14;14;1896;1896;1
4904;0;KZ75125KZT2069100106;2016-03-25;1853;1853;1853;null;null;KZT;29;29;1882;1882;1
4905;0;KZ75125KZT2069100106;2016-03-26;1756;1756;1756;null;null;KZT;97;97;1853;1853;1
4906;0;KZ75125KZT2069100106;2016-03-27;1780;1780;1780;24;24;KZT;null;null;1756;1756;1
4907;0;KZ75125KZT2069100106;2016-03-28;1856;1856;1856;76;76;KZT;null;null;1780;1780;1
4908;0;KZ75125KZT2069100106;2016-03-29;1786;1786;1786;null;null;KZT;70;70;1856;1856;1
4909;0;KZ75125KZT2069100106;2016-03-30;1839;1839;1839;53;53;KZT;null;null;1786;1786;1
4910;0;KZ75125KZT2069100106;2016-03-31;1866;1866;1866;27;27;KZT;null;null;1839;1839;1
4911;0;KZ75125KZT2069100106;2016-04-01;1888;1888;1888;22;22;KZT;null;null;1866;1866;1
4912;0;KZ75125KZT2069100106;2016-04-02;1817;1817;1817;null;null;KZT;71;71;1888;1888;1
4913;0;KZ75125KZT2069100106;2016-04-03;1856;1856;1856;39;39;KZT;null;null;1817;1817;1
4914;0;KZ75125KZT2069100106;2016-04-04;1816;1816;1816;null;null;KZT;40;40;1856;1856;1
4915;0;KZ75125KZT2069100106;2016-04-05;1829;1829;1829;13;13;KZT;null;null;1816;1816;1
4916;0;KZ75125KZT2069100106;2016-04-06;1741;1741;1741;null;null;KZT;88;88;1829;1829;1
4917;0;KZ75125KZT2069100106;2016-04-07;1791;1791;1791;50;50;KZT;null;null;1741;1741;1
4918;0;KZ75125KZT2069100106;2016-04-08;1752;1752;1752;null;null;KZT;39;39;1791;1791;1
4919;0;KZ75125KZT2069100106;2016-04-09;1668;1668;1668;null;null;KZT;84;84;1752;1752;1
4920;0;KZ75125KZT2069100106;2016-04-10;1737;1737;1737;69;69;KZT;null;null;1668;1668;1
4921;0;KZ75125KZT2069100106;2016-04-11;1708;1708;1708;null;null;KZT;29;29;1737;1737;1
4922;0;KZ75125KZT2069100106;2016-04-12;1769;1769;1769;61;61;KZT;null;null;1708;1708;1
4923;0;KZ75125KZT2069100106;2016-04-13;1759;1759;1759;null;null;KZT;10;10;1769;1769;1
4924;0;KZ75125KZT2069100106;2016-04-14;1745;1745;1745;null;null;KZT;14;14;1759;1759;1
4925;0;KZ75125KZT2069100106;2016-04-15;1691;1691;1691;null;null;KZT;54;54;1745;1745;1
4926;0;KZ75125KZT2069100106;2016-04-16;1756;1756;1756;65;65;KZT;null;null;1691;1691;1
4927;0;KZ75125KZT2069100106;2016-04-17;1664;1664;1664;null;null;KZT;92;92;1756;1756;1
4928;0;KZ75125KZT2069100106;2016-04-18;1611;1611;1611;null;null;KZT;53;53;1664;1664;1
4929;0;KZ75125KZT2069100106;2016-04-19;1650;1650;1650;39;39;KZT;null;null;1611;1611;1
4930;0;KZ75125KZT2069100106;2016-04-20;1741;1741;1741;91;91;KZT;null;null;1650;1650;1
4931;0;KZ75125KZT2069100106;2016-04-21;1695;1695;1695;null;null;KZT;46;46;1741;1741;1
4932;0;KZ75125KZT2069100106;2016-04-22;1604;1604;1604;null;null;KZT;91;91;1695;1695;1
4933;0;KZ75125KZT2069100106;2016-04-23;1700;1700;1700;96;96;KZT;null;null;1604;1604;1
4934;0;KZ75125KZT2069100106;2016-04-24;1729;1729;1729;29;29;KZT;null;null;1700;1700;1
4935;0;KZ75125KZT2069100106;2016-04-25;1810;1810;1810;81;81;KZT;null;null;1729;1729;1
4936;0;KZ75125KZT2069100106;2016-04-26;1804;1804;1804;null;null;KZT;6;6;1810;1810;1
4937;0;KZ75125KZT2069100106;2016-04-27;1736;1736;1736;null;null;KZT;68;68;1804;1804;1
4938;0;KZ75125KZT2069100106;2016-04-28;1684;1684;1684;null;null;KZT;52;52;1736;1736;1
4939;0;KZ75125KZT2069100106;2016-04-29;1694;1694;1694;10;10;KZT;null;null;1684;1684;1
4940;0;KZ75125KZT2069100106;2016-04-30;1697;1697;1697;3;3;KZT;null;null;1694;1694;1
4941;0;KZ75125KZT2069100106;2016-05-01;1684;1684;1684;null;null;KZT;13;13;1697;1697;1
4942;0;KZ75125KZT2069100106;2016-05-02;1750;1750;1750;66;66;KZT;null;null;1684;1684;1
4943;0;KZ75125KZT2069100106;2016-05-03;1843;1843;1843;93;93;KZT;null;null;1750;1750;1
4944;0;KZ75125KZT2069100106;2016-05-04;1917;1917;1917;74;74;KZT;null;null;1843;1843;1
4945;0;KZ75125KZT2069100106;2016-05-05;1867;1867;1867;null;null;KZT;50;50;1917;1917;1
4946;0;KZ75125KZT2069100106;2016-05-06;1831;1831;1831;null;null;KZT;36;36;1867;1867;1
4947;0;KZ75125KZT2069100106;2016-05-07;1760;1760;1760;null;null;KZT;71;71;1831;1831;1
4948;0;KZ75125KZT2069100106;2016-05-08;1847;1847;1847;87;87;KZT;null;null;1760;1760;1
4949;0;KZ75125KZT2069100106;2016-05-09;1881;1881;1881;34;34;KZT;null;null;1847;1847;1
4950;0;KZ75125KZT2069100106;2016-05-10;1831;1831;1831;null;null;KZT;50;50;1881;1881;1
4951;0;KZ75125KZT2069100106;2016-05-11;1872;1872;1872;41;41;KZT;null;null;1831;1831;1
4952;0;KZ75125KZT2069100106;2016-05-12;1801;1801;1801;null;null;KZT;71;71;1872;1872;1
4953;0;KZ75125KZT2069100106;2016-05-13;1725;1725;1725;null;null;KZT;76;76;1801;1801;1
4954;0;KZ75125KZT2069100106;2016-05-14;1744;1744;1744;19;19;KZT;null;null;1725;1725;1
4955;0;KZ75125KZT2069100106;2016-05-15;1702;1702;1702;null;null;KZT;42;42;1744;1744;1
4956;0;KZ75125KZT2069100106;2016-05-16;1766;1766;1766;64;64;KZT;null;null;1702;1702;1
4957;0;KZ75125KZT2069100106;2016-05-17;1688;1688;1688;null;null;KZT;78;78;1766;1766;1
4958;0;KZ75125KZT2069100106;2016-05-18;1636;1636;1636;null;null;KZT;52;52;1688;1688;1
4959;0;KZ75125KZT2069100106;2016-05-19;1704;1704;1704;68;68;KZT;null;null;1636;1636;1
4960;0;KZ75125KZT2069100106;2016-05-20;1725;1725;1725;21;21;KZT;null;null;1704;1704;1
4961;0;KZ75125KZT2069100106;2016-05-21;1711;1711;1711;null;null;KZT;14;14;1725;1725;1
4962;0;KZ75125KZT2069100106;2016-05-22;1738;1738;1738;27;27;KZT;null;null;1711;1711;1
4963;0;KZ75125KZT2069100106;2016-05-23;1640;1640;1640;null;null;KZT;98;98;1738;1738;1
4964;0;KZ75125KZT2069100106;2016-05-24;1652;1652;1652;12;12;KZT;null;null;1640;1640;1
4965;0;KZ75125KZT2069100106;2016-05-25;1612;1612;1612;null;null;KZT;40;40;1652;1652;1
4966;0;KZ75125KZT2069100106;2016-05-26;1566;1566;1566;null;null;KZT;46;46;1612;1612;1
4967;0;KZ75125KZT2069100106;2016-05-27;1574;1574;1574;8;8;KZT;null;null;1566;1566;1
4968;0;KZ75125KZT2069100106;2016-05-28;1497;1497;1497;null;null;KZT;77;77;1574;1574;1
4969;0;KZ75125KZT2069100106;2016-05-29;1529;1529;1529;32;32;KZT;null;null;1497;1497;1
4970;0;KZ75125KZT2069100106;2016-05-30;1514;1514;1514;null;null;KZT;15;15;1529;1529;1
4971;0;KZ75125KZT2069100106;2016-05-31;1586;1586;1586;72;72;KZT;null;null;1514;1514;1
4972;0;KZ75125KZT2069100106;2016-06-01;1588;1588;1588;2;2;KZT;null;null;1586;1586;1
4973;0;KZ75125KZT2069100106;2016-06-02;1666;1666;1666;78;78;KZT;null;null;1588;1588;1
4974;0;KZ75125KZT2069100106;2016-06-03;1597;1597;1597;null;null;KZT;69;69;1666;1666;1
4975;0;KZ75125KZT2069100106;2016-06-04;1605;1605;1605;8;8;KZT;null;null;1597;1597;1
4976;0;KZ75125KZT2069100106;2016-06-05;1618;1618;1618;13;13;KZT;null;null;1605;1605;1
4977;0;KZ75125KZT2069100106;2016-06-06;1602;1602;1602;null;null;KZT;16;16;1618;1618;1
4978;0;KZ75125KZT2069100106;2016-06-07;1659;1659;1659;57;57;KZT;null;null;1602;1602;1
4979;0;KZ75125KZT2069100106;2016-06-08;1627;1627;1627;null;null;KZT;32;32;1659;1659;1
4980;0;KZ75125KZT2069100106;2016-06-09;1633;1633;1633;6;6;KZT;null;null;1627;1627;1
4981;0;KZ75125KZT2069100106;2016-06-10;1678;1678;1678;45;45;KZT;null;null;1633;1633;1
4982;0;KZ75125KZT2069100106;2016-06-11;1732;1732;1732;54;54;KZT;null;null;1678;1678;1
4983;0;KZ75125KZT2069100106;2016-06-12;1827;1827;1827;95;95;KZT;null;null;1732;1732;1
4984;0;KZ75125KZT2069100106;2016-06-13;1794;1794;1794;null;null;KZT;33;33;1827;1827;1
4985;0;KZ75125KZT2069100106;2016-06-14;1776;1776;1776;null;null;KZT;18;18;1794;1794;1
4986;0;KZ75125KZT2069100106;2016-06-15;1772;1772;1772;null;null;KZT;4;4;1776;1776;1
4987;0;KZ75125KZT2069100106;2016-06-16;1766;1766;1766;null;null;KZT;6;6;1772;1772;1
4988;0;KZ75125KZT2069100106;2016-06-17;1788;1788;1788;22;22;KZT;null;null;1766;1766;1
4989;0;KZ75125KZT2069100106;2016-06-18;1780;1780;1780;null;null;KZT;8;8;1788;1788;1
4990;0;KZ75125KZT2069100106;2016-06-19;1769;1769;1769;null;null;KZT;11;11;1780;1780;1
4991;0;KZ75125KZT2069100106;2016-06-20;1714;1714;1714;null;null;KZT;55;55;1769;1769;1
4992;0;KZ75125KZT2069100106;2016-06-21;1796;1796;1796;82;82;KZT;null;null;1714;1714;1
4993;0;KZ75125KZT2069100106;2016-06-22;1729;1729;1729;null;null;KZT;67;67;1796;1796;1
4994;0;KZ75125KZT2069100106;2016-06-23;1753;1753;1753;24;24;KZT;null;null;1729;1729;1
4995;0;KZ75125KZT2069100106;2016-06-24;1750;1750;1750;null;null;KZT;3;3;1753;1753;1
4996;0;KZ75125KZT2069100106;2016-06-25;1803;1803;1803;53;53;KZT;null;null;1750;1750;1
4997;0;KZ75125KZT2069100106;2016-06-26;1779;1779;1779;null;null;KZT;24;24;1803;1803;1
4998;0;KZ75125KZT2069100106;2016-06-27;1736;1736;1736;null;null;KZT;43;43;1779;1779;1
4999;0;KZ75125KZT2069100106;2016-06-28;1655;1655;1655;null;null;KZT;81;81;1736;1736;1
5000;0;KZ75125KZT2069100106;2016-06-29;1685;1685;1685;30;30;KZT;null;null;1655;1655;1
5001;0;KZ75125KZT2069100106;2016-06-30;1715;1715;1715;30;30;KZT;null;null;1685;1685;1
5002;0;KZ75125KZT2069100106;2016-07-01;1756;1756;1756;41;41;KZT;null;null;1715;1715;1
5003;0;KZ75125KZT2069100106;2016-07-02;1753;1753;1753;null;null;KZT;3;3;1756;1756;1
5004;0;KZ75125KZT2069100106;2016-07-03;1762;1762;1762;9;9;KZT;null;null;1753;1753;1
5005;0;KZ75125KZT2069100106;2016-07-04;1712;1712;1712;null;null;KZT;50;50;1762;1762;1
5006;0;KZ75125KZT2069100106;2016-07-05;1668;1668;1668;null;null;KZT;44;44;1712;1712;1
5007;0;KZ75125KZT2069100106;2016-07-06;1593;1593;1593;null;null;KZT;75;75;1668;1668;1
5008;0;KZ75125KZT2069100106;2016-07-07;1571;1571;1571;null;null;KZT;22;22;1593;1593;1
5009;0;KZ75125KZT2069100106;2016-07-08;1542;1542;1542;null;null;KZT;29;29;1571;1571;1
5010;0;KZ75125KZT2069100106;2016-07-09;1478;1478;1478;null;null;KZT;64;64;1542;1542;1
5011;0;KZ75125KZT2069100106;2016-07-10;1481;1481;1481;3;3;KZT;null;null;1478;1478;1
5012;0;KZ75125KZT2069100106;2016-07-11;1512;1512;1512;31;31;KZT;null;null;1481;1481;1
5013;0;KZ75125KZT2069100106;2016-07-12;1466;1466;1466;null;null;KZT;46;46;1512;1512;1
5014;0;KZ75125KZT2069100106;2016-07-13;1540;1540;1540;74;74;KZT;null;null;1466;1466;1
5015;0;KZ75125KZT2069100106;2016-07-14;1597;1597;1597;57;57;KZT;null;null;1540;1540;1
5016;0;KZ75125KZT2069100106;2016-07-15;1560;1560;1560;null;null;KZT;37;37;1597;1597;1
5017;0;KZ75125KZT2069100106;2016-07-16;1552;1552;1552;null;null;KZT;8;8;1560;1560;1
5018;0;KZ75125KZT2069100106;2016-07-17;1521;1521;1521;null;null;KZT;31;31;1552;1552;1
5019;0;KZ75125KZT2069100106;2016-07-18;1535;1535;1535;14;14;KZT;null;null;1521;1521;1
5020;0;KZ75125KZT2069100106;2016-07-19;1555;1555;1555;20;20;KZT;null;null;1535;1535;1
5021;0;KZ75125KZT2069100106;2016-07-20;1560;1560;1560;5;5;KZT;null;null;1555;1555;1
5022;0;KZ75125KZT2069100106;2016-07-21;1530;1530;1530;null;null;KZT;30;30;1560;1560;1
5023;0;KZ75125KZT2069100106;2016-07-22;1618;1618;1618;88;88;KZT;null;null;1530;1530;1
5024;0;KZ75125KZT2069100106;2016-07-23;1598;1598;1598;null;null;KZT;20;20;1618;1618;1
5025;0;KZ75125KZT2069100106;2016-07-24;1547;1547;1547;null;null;KZT;51;51;1598;1598;1
5026;0;KZ75125KZT2069100106;2016-07-25;1495;1495;1495;null;null;KZT;52;52;1547;1547;1
5027;0;KZ75125KZT2069100106;2016-07-26;1446;1446;1446;null;null;KZT;49;49;1495;1495;1
5028;0;KZ75125KZT2069100106;2016-07-27;1431;1431;1431;null;null;KZT;15;15;1446;1446;1
5029;0;KZ75125KZT2069100106;2016-07-28;1448;1448;1448;17;17;KZT;null;null;1431;1431;1
5030;0;KZ75125KZT2069100106;2016-07-29;1389;1389;1389;null;null;KZT;59;59;1448;1448;1
5031;0;KZ75125KZT2069100106;2016-07-30;1450;1450;1450;61;61;KZT;null;null;1389;1389;1
5032;0;KZ75125KZT2069100106;2016-07-31;1398;1398;1398;null;null;KZT;52;52;1450;1450;1
5033;0;KZ75125KZT2069100106;2016-08-01;1461;1461;1461;63;63;KZT;null;null;1398;1398;1
5034;0;KZ75125KZT2069100106;2016-08-02;1471;1471;1471;10;10;KZT;null;null;1461;1461;1
5035;0;KZ75125KZT2069100106;2016-08-03;1420;1420;1420;null;null;KZT;51;51;1471;1471;1
5036;0;KZ75125KZT2069100106;2016-08-04;1479;1479;1479;59;59;KZT;null;null;1420;1420;1
5037;0;KZ75125KZT2069100106;2016-08-05;1389;1389;1389;null;null;KZT;90;90;1479;1479;1
5038;0;KZ75125KZT2069100106;2016-08-06;1366;1366;1366;null;null;KZT;23;23;1389;1389;1
5039;0;KZ75125KZT2069100106;2016-08-07;1310;1310;1310;null;null;KZT;56;56;1366;1366;1
5040;0;KZ75125KZT2069100106;2016-08-08;1236;1236;1236;null;null;KZT;74;74;1310;1310;1
5041;0;KZ75125KZT2069100106;2016-08-09;1291;1291;1291;55;55;KZT;null;null;1236;1236;1
5042;0;KZ75125KZT2069100106;2016-08-10;1350;1350;1350;59;59;KZT;null;null;1291;1291;1
5043;0;KZ75125KZT2069100106;2016-08-11;1423;1423;1423;73;73;KZT;null;null;1350;1350;1
5044;0;KZ75125KZT2069100106;2016-08-12;1357;1357;1357;null;null;KZT;66;66;1423;1423;1
5045;0;KZ75125KZT2069100106;2016-08-13;1291;1291;1291;null;null;KZT;66;66;1357;1357;1
5046;0;KZ75125KZT2069100106;2016-08-14;1207;1207;1207;null;null;KZT;84;84;1291;1291;1
5047;0;KZ75125KZT2069100106;2016-08-15;1124;1124;1124;null;null;KZT;83;83;1207;1207;1
5048;0;KZ75125KZT2069100106;2016-08-16;1153;1153;1153;29;29;KZT;null;null;1124;1124;1
5049;0;KZ75125KZT2069100106;2016-08-17;1137;1137;1137;null;null;KZT;16;16;1153;1153;1
5050;0;KZ75125KZT2069100106;2016-08-18;1098;1098;1098;null;null;KZT;39;39;1137;1137;1
5051;0;KZ75125KZT2069100106;2016-08-19;1040;1040;1040;null;null;KZT;58;58;1098;1098;1
5052;0;KZ75125KZT2069100106;2016-08-20;1078;1078;1078;38;38;KZT;null;null;1040;1040;1
5053;0;KZ75125KZT2069100106;2016-08-21;1174;1174;1174;96;96;KZT;null;null;1078;1078;1
5054;0;KZ75125KZT2069100106;2016-08-22;1146;1146;1146;null;null;KZT;28;28;1174;1174;1
5055;0;KZ75125KZT2069100106;2016-08-23;1085;1085;1085;null;null;KZT;61;61;1146;1146;1
5056;0;KZ75125KZT2069100106;2016-08-24;1032;1032;1032;null;null;KZT;53;53;1085;1085;1
5057;0;KZ75125KZT2069100106;2016-08-25;1053;1053;1053;21;21;KZT;null;null;1032;1032;1
5058;0;KZ75125KZT2069100106;2016-08-26;1119;1119;1119;66;66;KZT;null;null;1053;1053;1
5059;0;KZ75125KZT2069100106;2016-08-27;1159;1159;1159;40;40;KZT;null;null;1119;1119;1
5060;0;KZ75125KZT2069100106;2016-08-28;1075;1075;1075;null;null;KZT;84;84;1159;1159;1
5061;0;KZ75125KZT2069100106;2016-08-29;1064;1064;1064;null;null;KZT;11;11;1075;1075;1
5062;0;KZ75125KZT2069100106;2016-08-30;1157;1157;1157;93;93;KZT;null;null;1064;1064;1
5063;0;KZ75125KZT2069100106;2016-08-31;1219;1219;1219;62;62;KZT;null;null;1157;1157;1
5064;0;KZ75125KZT2069100106;2016-09-01;1201;1201;1201;null;null;KZT;18;18;1219;1219;1
5065;0;KZ75125KZT2069100106;2016-09-02;1193;1193;1193;null;null;KZT;8;8;1201;1201;1
5066;0;KZ75125KZT2069100106;2016-09-03;1238;1238;1238;45;45;KZT;null;null;1193;1193;1
5067;0;KZ75125KZT2069100106;2016-09-04;1177;1177;1177;null;null;KZT;61;61;1238;1238;1
5068;0;KZ75125KZT2069100106;2016-09-05;1207;1207;1207;30;30;KZT;null;null;1177;1177;1
5069;0;KZ75125KZT2069100106;2016-09-06;1212;1212;1212;5;5;KZT;null;null;1207;1207;1
5070;0;KZ75125KZT2069100106;2016-09-07;1304;1304;1304;92;92;KZT;null;null;1212;1212;1
5071;0;KZ75125KZT2069100106;2016-09-08;1354;1354;1354;50;50;KZT;null;null;1304;1304;1
5072;0;KZ75125KZT2069100106;2016-09-09;1370;1370;1370;16;16;KZT;null;null;1354;1354;1
5073;0;KZ75125KZT2069100106;2016-09-10;1344;1344;1344;null;null;KZT;26;26;1370;1370;1
5074;0;KZ75125KZT2069100106;2016-09-11;1442;1442;1442;98;98;KZT;null;null;1344;1344;1
5075;0;KZ75125KZT2069100106;2016-09-12;1484;1484;1484;42;42;KZT;null;null;1442;1442;1
5076;0;KZ75125KZT2069100106;2016-09-13;1443;1443;1443;null;null;KZT;41;41;1484;1484;1
5077;0;KZ75125KZT2069100106;2016-09-14;1416;1416;1416;null;null;KZT;27;27;1443;1443;1
5078;0;KZ75125KZT2069100106;2016-09-15;1327;1327;1327;null;null;KZT;89;89;1416;1416;1
5079;0;KZ75125KZT2069100106;2016-09-16;1393;1393;1393;66;66;KZT;null;null;1327;1327;1
5080;0;KZ75125KZT2069100106;2016-09-17;1447;1447;1447;54;54;KZT;null;null;1393;1393;1
5081;0;KZ75125KZT2069100106;2016-09-18;1362;1362;1362;null;null;KZT;85;85;1447;1447;1
5082;0;KZ75125KZT2069100106;2016-09-19;1402;1402;1402;40;40;KZT;null;null;1362;1362;1
5083;0;KZ75125KZT2069100106;2016-09-20;1432;1432;1432;30;30;KZT;null;null;1402;1402;1
5084;0;KZ75125KZT2069100106;2016-09-21;1524;1524;1524;92;92;KZT;null;null;1432;1432;1
5085;0;KZ75125KZT2069100106;2016-09-22;1574;1574;1574;50;50;KZT;null;null;1524;1524;1
5086;0;KZ75125KZT2069100106;2016-09-23;1636;1636;1636;62;62;KZT;null;null;1574;1574;1
5087;0;KZ75125KZT2069100106;2016-09-24;1709;1709;1709;73;73;KZT;null;null;1636;1636;1
5088;0;KZ75125KZT2069100106;2016-09-25;1713;1713;1713;4;4;KZT;null;null;1709;1709;1
5089;0;KZ75125KZT2069100106;2016-09-26;1779;1779;1779;66;66;KZT;null;null;1713;1713;1
5090;0;KZ75125KZT2069100106;2016-09-27;1802;1802;1802;23;23;KZT;null;null;1779;1779;1
5091;0;KZ75125KZT2069100106;2016-09-28;1704;1704;1704;null;null;KZT;98;98;1802;1802;1
5092;0;KZ75125KZT2069100106;2016-09-29;1605;1605;1605;null;null;KZT;99;99;1704;1704;1
5093;0;KZ75125KZT2069100106;2016-09-30;1655;1655;1655;50;50;KZT;null;null;1605;1605;1
5094;0;KZ75125KZT2069100106;2016-10-01;1594;1594;1594;null;null;KZT;61;61;1655;1655;1
5095;0;KZ75125KZT2069100106;2016-10-02;1641;1641;1641;47;47;KZT;null;null;1594;1594;1
5096;0;KZ75125KZT2069100106;2016-10-03;1713;1713;1713;72;72;KZT;null;null;1641;1641;1
5097;0;KZ75125KZT2069100106;2016-10-04;1777;1777;1777;64;64;KZT;null;null;1713;1713;1
5098;0;KZ75125KZT2069100106;2016-10-05;1868;1868;1868;91;91;KZT;null;null;1777;1777;1
5099;0;KZ75125KZT2069100106;2016-10-06;1934;1934;1934;66;66;KZT;null;null;1868;1868;1
5100;0;KZ75125KZT2069100106;2016-10-07;1927;1927;1927;null;null;KZT;7;7;1934;1934;1
5101;0;KZ75125KZT2069100106;2016-10-08;1847;1847;1847;null;null;KZT;80;80;1927;1927;1
5102;0;KZ75125KZT2069100106;2016-10-09;1922;1922;1922;75;75;KZT;null;null;1847;1847;1
5103;0;KZ75125KZT2069100106;2016-10-10;1825;1825;1825;null;null;KZT;97;97;1922;1922;1
5104;0;KZ75125KZT2069100106;2016-10-11;1769;1769;1769;null;null;KZT;56;56;1825;1825;1
5105;0;KZ75125KZT2069100106;2016-10-12;1748;1748;1748;null;null;KZT;21;21;1769;1769;1
5106;0;KZ75125KZT2069100106;2016-10-13;1772;1772;1772;24;24;KZT;null;null;1748;1748;1
5107;0;KZ75125KZT2069100106;2016-10-14;1697;1697;1697;null;null;KZT;75;75;1772;1772;1
5108;0;KZ75125KZT2069100106;2016-10-15;1626;1626;1626;null;null;KZT;71;71;1697;1697;1
5109;0;KZ75125KZT2069100106;2016-10-16;1655;1655;1655;29;29;KZT;null;null;1626;1626;1
5110;0;KZ75125KZT2069100106;2016-10-17;1650;1650;1650;null;null;KZT;5;5;1655;1655;1
5111;0;KZ75125KZT2069100106;2016-10-18;1608;1608;1608;null;null;KZT;42;42;1650;1650;1
5112;0;KZ75125KZT2069100106;2016-10-19;1598;1598;1598;null;null;KZT;10;10;1608;1608;1
5113;0;KZ75125KZT2069100106;2016-10-20;1654;1654;1654;56;56;KZT;null;null;1598;1598;1
5114;0;KZ75125KZT2069100106;2016-10-21;1630;1630;1630;null;null;KZT;24;24;1654;1654;1
5115;0;KZ75125KZT2069100106;2016-10-22;1685;1685;1685;55;55;KZT;null;null;1630;1630;1
5116;0;KZ75125KZT2069100106;2016-10-23;1591;1591;1591;null;null;KZT;94;94;1685;1685;1
5117;0;KZ75125KZT2069100106;2016-10-24;1522;1522;1522;null;null;KZT;69;69;1591;1591;1
5118;0;KZ75125KZT2069100106;2016-10-25;1554;1554;1554;32;32;KZT;null;null;1522;1522;1
5119;0;KZ75125KZT2069100106;2016-10-26;1489;1489;1489;null;null;KZT;65;65;1554;1554;1
5120;0;KZ75125KZT2069100106;2016-10-27;1496;1496;1496;7;7;KZT;null;null;1489;1489;1
5121;0;KZ75125KZT2069100106;2016-10-28;1470;1470;1470;null;null;KZT;26;26;1496;1496;1
5122;0;KZ75125KZT2069100106;2016-10-29;1523;1523;1523;53;53;KZT;null;null;1470;1470;1
5123;0;KZ75125KZT2069100106;2016-10-30;1493;1493;1493;null;null;KZT;30;30;1523;1523;1
5124;0;KZ75125KZT2069100106;2016-10-31;1462;1462;1462;null;null;KZT;31;31;1493;1493;1
5125;0;KZ75125KZT2069100106;2016-11-01;1374;1374;1374;null;null;KZT;88;88;1462;1462;1
5126;0;KZ75125KZT2069100106;2016-11-02;1403;1403;1403;29;29;KZT;null;null;1374;1374;1
5127;0;KZ75125KZT2069100106;2016-11-03;1418;1418;1418;15;15;KZT;null;null;1403;1403;1
5128;0;KZ75125KZT2069100106;2016-11-04;1431;1431;1431;13;13;KZT;null;null;1418;1418;1
5129;0;KZ75125KZT2069100106;2016-11-05;1467;1467;1467;36;36;KZT;null;null;1431;1431;1
5130;0;KZ75125KZT2069100106;2016-11-06;1532;1532;1532;65;65;KZT;null;null;1467;1467;1
5131;0;KZ75125KZT2069100106;2016-11-07;1569;1569;1569;37;37;KZT;null;null;1532;1532;1
5132;0;KZ75125KZT2069100106;2016-11-08;1570;1570;1570;1;1;KZT;null;null;1569;1569;1
5133;0;KZ75125KZT2069100106;2016-11-09;1484;1484;1484;null;null;KZT;86;86;1570;1570;1
5134;0;KZ75125KZT2069100106;2016-11-10;1510;1510;1510;26;26;KZT;null;null;1484;1484;1
5135;0;KZ75125KZT2069100106;2016-11-11;1570;1570;1570;60;60;KZT;null;null;1510;1510;1
5136;0;KZ75125KZT2069100106;2016-11-12;1669;1669;1669;99;99;KZT;null;null;1570;1570;1
5137;0;KZ75125KZT2069100106;2016-11-13;1693;1693;1693;24;24;KZT;null;null;1669;1669;1
5138;0;KZ75125KZT2069100106;2016-11-14;1744;1744;1744;51;51;KZT;null;null;1693;1693;1
5139;0;KZ75125KZT2069100106;2016-11-15;1795;1795;1795;51;51;KZT;null;null;1744;1744;1
5140;0;KZ75125KZT2069100106;2016-11-16;1795;1795;1795;null;null;KZT;0;0;1795;1795;1
5141;0;KZ75125KZT2069100106;2016-11-17;1838;1838;1838;43;43;KZT;null;null;1795;1795;1
5142;0;KZ75125KZT2069100106;2016-11-18;1767;1767;1767;null;null;KZT;71;71;1838;1838;1
5143;0;KZ75125KZT2069100106;2016-11-19;1762;1762;1762;null;null;KZT;5;5;1767;1767;1
5144;0;KZ75125KZT2069100106;2016-11-20;1746;1746;1746;null;null;KZT;16;16;1762;1762;1
5145;0;KZ75125KZT2069100106;2016-11-21;1781;1781;1781;35;35;KZT;null;null;1746;1746;1
5146;0;KZ75125KZT2069100106;2016-11-22;1719;1719;1719;null;null;KZT;62;62;1781;1781;1
5147;0;KZ75125KZT2069100106;2016-11-23;1658;1658;1658;null;null;KZT;61;61;1719;1719;1
5148;0;KZ75125KZT2069100106;2016-11-24;1681;1681;1681;23;23;KZT;null;null;1658;1658;1
5149;0;KZ75125KZT2069100106;2016-11-25;1627;1627;1627;null;null;KZT;54;54;1681;1681;1
5150;0;KZ75125KZT2069100106;2016-11-26;1603;1603;1603;null;null;KZT;24;24;1627;1627;1
5151;0;KZ75125KZT2069100106;2016-11-27;1580;1580;1580;null;null;KZT;23;23;1603;1603;1
